Emails,Labels
"

Aswin, Int-Earn Revolution is here to get you financially sorted! You can now apply to amazing work from home internships in a wide range of profiles like marketing, web development, graphic designing, and more. Also, all internships come with a guaranteed stipend of INR 10,000 per month and you can earn up to INR 50,000 per month. So, what are you waiting for? Participate Now! ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ 
Not keen on career commitments? Unsubscribe here to break up with us.

Internshala (Scholiverse Educare Pvt. Ltd.)
B-610, Unitech Business Zone Golf Course Extension Road, Sector 50, Gurugram



",Internship
"

Dare2Compete
D2C Recruitables

Hi there, dev-aspirant!

It’s time to say goodbye to error 404 when applying at giants like Walmart, Myntra, Juspay, and 20 more companies!

Yes, get shortlisted for Software development engineering role interviews based on your performance in a single assessment, and voila! That dev job/internship will be yours!

Apply for all these companies via D2C Recruitables which is your golden ticket to 1500+ job and internship openings at 25+ biggies like Myntra, Intuit, Ecom Express, Merkle Sokrati at a Salary up to INR 32 Lakh/Year and stipend up to INR 90,000 per month.
Apply Now

Good luck with that glamorous SDE job!

Regards,
Team Dare2Compete
Facebook Instagram Linkedin Twitter Youtube
Unsubscribe here


",Internship
"

Dear All,
Introducing FlamSpark internships at Flam. Flam is a BITSian startup building the world's first Augmented Reality based social network.

Apply for one of the best internship opportunities. Check out the interesting perks, stipend and roles 🚀


Flam, founded by BITS Pilani graduates, is building the world's very first Augmented Reality based social Network.
With their first consumer product FlamCard, people printing photos for the last 200 years can now print videos. Scan a FlamCard with Flam camera app to magically turn that into an AR Video!

With high virality and more than 75 million FlamCard scans within four months of its launch, Flam is now one of the world's top five consumer AR apps. Flam targets 4B+ global internet users on its camera interface.

Apply at the earliest for roles across engineering, design and growth.

PFA
--

Regards,
Veeky Baths, PhD, MBA
Associate Professor, Cognitive Neuroscience Lab
Department. of Biological Sciences
Associate Dean, Alumni Relations
BITS Pilani,K.K.Birla Goa Campus
Goa-403726, India

FlamSpark.jpeg


",Internship
"

Dare2Compete
Dare2Compete
28/08/2021
D2C Recruitables - Off Campus Hiring Drive for Software Development Engineer (SDE) Roles
D2C Recruitables - Off Campus Hiring Drive for Software Development Engineer (SDE) Roles

Apply to D2C Recruitables FREE of cost and be eligible for top companies like Walmart, Juspay, Myntra, TATA ClassEdge, and 20 others with packages of up to 24 LPA. Dare2Compete believes in democratizing the hiring process - No matter which college you come from and which city you come from, you should have access to all the opportunities from companies that hire the best and provide one of the best salaries and cultures to excel in the job.
Register Now
Competitions
TVS Credit E.P.I.C Season 3
TVS Credit E.P.I.C Season 3

TVS Credit presents E.P.I.C, a campus challenge program designed for college students. This contest offers you a platform to apply your technical knowledge and skills to real-life business problems. Through your participation, you stand the chance to network with the best minds in the industry, hone your skills through the challenges, and to top it all, win exciting cash rewards.
Register Now
Reliance Quiz-a-thon 6.0
Reliance Quiz-a-thon 6.0

Welcome to the one place where being a “Know-it-all” can actually be rewarding! Reliance presents Quiz-a-thon 6.0 – a unique quizzing marathon with 7 Online Quizzes to test your knowledge about the world around you. Each quiz will focus on a new and exciting theme with winners being declared every fortnight.
Register Now
EY Campus Day 2021
EY Campus Day 2021

Build your exceptional experience EY Campus Day 2021 is your opportunity to learn everything there is to know about a career in Consulting at EY in India - a transformative organization where you can harness the global scale, power of tech, strong teams and a unique culture to realize your potential. In this virtual session, there is something for everyone. You can hear from the best, surround yourself with the curious, ask better questions to seek better answers and build a better working world
Register Now
D2C Igniter's Club
D2C Igniters Club

D2C Igniters Club is a first-of-its-kind community program that fosters a culture of competitiveness, learning, and growth and aims to create an environment that provides an opportunity for students to showcase their talent and skills. Build a foundation of a college club that creates self-sufficient student community in the future and stays for years on your campus.
Apply Now
Opportunities
The Red Brick Summit 2021 	
The Red Brick Summit 2021
Indian Institute of Management (IIM), Ahmedabad 	Participate Now
National Sports Day Quiz 	
National Sports Day Quiz
Indian Institute of Foreign Trade (IIFT), New Delhi

25 Aug'21 - 29 Aug'21
	Participate Now
e-Yantra International Robotics Competition [eYRC] 	
e-Yantra International Robotics Competition [eYRC]
Indian Institute of Technology (IIT), Bombay

23 Aug'21 - 20 Sep'21
	Participate Now
Nudge-It 	
Nudge-It
Indian Institute of Technology (IIT), Madras

22 Aug'21 - 5 Sep'21
	Participate Now
Ignite180 	
Ignite180
Kirori Mal College (KMC), University of Delhi, Delhi

26 Aug'21 - 2 Sep'21
	Participate Now
D2C Academia
D2C Kickstart
D2C Kickstart

Competitions are true mirrors that help us reflect on our skill development and overall learning and progress. Hear from winning teams about their journey and learn from their learnings. D2C Kickstart is a series of chapters that will help you in your endeavor to master the competition landscape.
Enroll Now
	
CV Curation
CV Curation

Carefully curating a CV is a skill that every student must master to get ahead in the game. If you’re looking for a course that puts together the essential elements of curating your CV along with the tips that make it unique, your wait ends here. Enroll yourself for the Dare2Compete CV Curation Course.
Enroll Now
Consulting Chronicles
Consulting Chronicles

Articulately answering the questions is just not enough for nailing your next Case interview. Learn how to subtly highlight your skills, experiences, and leadership qualities to reflect yourself as the next high-performing candidate. Enroll now in the Dare2Compete Case Interview Preparation Course powered by Consult Club IIM Ahmedabad and get guidance from the best.
Enroll Now
	
Placement Patronus
Placement Patronus

Before you start stressing about the placement mania, we suggest you devote a few hours every day to advance your career with Placement Patronus, a step-by-step guide by D2C Academia on acing placements. Get concrete skills of excelling in group discussions, personal interviews, company shortlisting research, branding, networking, and whatnot.
Enroll Now
Share Your Story
Share Your Story

This is your chance to share your story and get featured on Dare2Compete. Why not boast about your learnings and also share with others the spoils of your loot? Write your winning story, share your Internship Experience, etch your Placement Journey or pen down any other story of interest.
Read More
To Stay Updated Download Our
Android App
	D2C App
D2C App
© 2021 Dare2Compete. All rights reserved. Unsubscribe here


",Internship
"

Dare2Compete
D2C Recruitables

Hey,

It’s time to apply to giants like Walmart, Myntra, TATA ClassEdge, Juspay, and 20 more companies. 

Packages up to INR 24 LPA for full-time roles and Stipend up to INR 90,000/month for internships.

Yes, get shortlisted for Software development engineering role interviews based on your performance in a single assessment, and voila! That dev job/internship will be yours!

Apply for all these companies via D2C Recruitables which is your golden ticket to job and internship openings at 25+ biggies like Walmart, Myntra, TATA ClassEdge, Juspay, Ecom Express, Merkle Sokrati. Many more companies to be added to this as the campaign progresses.
Apply Now

Good luck with that glamorous SDE job!

Regards,
Team Dare2Compete
Facebook Instagram Linkedin Twitter Youtube
Unsubscribe here


",Internship
"

Dare2Compete
Dare2Compete
30/08/2021
D2C Recruitables - Off Campus Hiring Drive for Software Development Engineer (SDE) Roles
D2C Recruitables - Off Campus Hiring Drive for Software Development Engineer (SDE) Roles

Dare2Compete believes in democratizing the hiring process - No matter which college you come from and which city you come from, you should have access to all the opportunities from companies that hire the best and provide one of the best salaries and cultures to excel in the job. With this in mind, Dare2Compete presents the opportunity of a lifetime with 'D2C Recruitables'.
Register Now
Competitions
TVS Credit E.P.I.C Season 3
TVS Credit E.P.I.C Season 3

TVS Credit presents E.P.I.C, a campus challenge program designed for college students. This contest offers you a platform to apply your technical knowledge and skills to real-life business problems. Through your participation, you stand the chance to network with the best minds in the industry, hone your skills through the challenges, and to top it all, win exciting cash rewards.
Register Now
Reliance Quiz-a-thon 6.0
Reliance Quiz-a-thon 6.0

Welcome to the one place where being a “Know-it-all” can actually be rewarding! Reliance presents Quiz-a-thon 6.0 – a unique quizzing marathon with 7 Online Quizzes to test your knowledge about the world around you. Each quiz will focus on a new and exciting theme with winners being declared every fortnight.
Register Now
EY Campus Day 2021
EY Campus Day 2021

Build your exceptional experience EY Campus Day 2021 is your opportunity to learn everything there is to know about a career in Consulting at EY in India - a transformative organization where you can harness the global scale, power of tech, strong teams and a unique culture to realize your potential. In this virtual session, there is something for everyone. You can hear from the best, surround yourself with the curious, ask better questions to seek better answers and build a better working world.
Register Now
D2C Igniters Club
D2C Igniters Club

D2C Igniters Club is a first-of-its-kind community program that fosters a culture of competitiveness, learning, and growth and aims to create an environment that provides an opportunity for students to showcase their talent and skills. Build a foundation of a college club that creates self-sufficient student community in the future and stays for years on your campus.
Apply Now
Opportunities
Business Quiz - BizCon 2021 	
Business Quiz - BizCon 2021
Indian Institute of Management (IIM), Bangalore

18 Aug'21 - 10 Sep'21
	Participate Now
Calm The Chaos 	
Calm The Chaos
Narsee Monjee Institute of Management Studies (NMIMS), Mumbai

21 Aug'21 - 17 Sep'21
	Participate Now
Beyond Analysis - A Data Science Hackathon 	
Beyond Analysis - A Data Science Hackathon
Indian Institute of Technology (IIT), Guwahati

21 Aug'21 - 1 Sep'21
	Participate Now
Code-Crush | Technobuzz IT Society 	
Code-Crush | Technobuzz IT Society
Delhi Technological University (DTU), New Delhi

21 Aug'21 - 30 Aug'21
	Participate Now
Shri Ram Trading Challenge 2021 	
Shri Ram Trading Challenge 2021
Shri Ram College of Commerce (SRCC), University of Delhi (DU), Delhi

23 Aug'21 - 12 Sep'21
	Participate Now
D2C Academia
D2C Kickstart
D2C Kickstart

Competitions are true mirrors that help us reflect on our skill development and overall learning and progress. Hear from winning teams about their journey and learn from their learnings. D2C Kickstart is a series of chapters that will help you in your endeavor to master the competition landscape.
Enroll Now
	
CV Curation
CV Curation

Carefully curating a CV is a skill that every student must master to get ahead in the game. If you’re looking for a course that puts together the essential elements of curating your CV along with the tips that make it unique, your wait ends here. Enroll yourself for the Dare2Compete CV Curation Course.
Enroll Now
Consulting Chronicles
Consulting Chronicles

Articulately answering the questions is just not enough for nailing your next Case interview. Learn how to subtly highlight your skills, experiences, and leadership qualities to reflect yourself as the next high-performing candidate. Enroll now in the Dare2Compete Case Interview Preparation Course powered by Consult Club IIM Ahmedabad and get guidance from the best.
Enroll Now
	
Placement Patronus
Placement Patronus

Before you start stressing about the placement mania, we suggest you devote a few hours every day to advance your career with Placement Patronus, a step-by-step guide by D2C Academia on acing placements. Get concrete skills of excelling in group discussions, personal interviews, company shortlisting research, branding, networking, and whatnot.
Enroll Now
Share Your Story
Share Your Story

This is your chance to share your story and get featured on Dare2Compete. Why not boast about your learnings and also share with others the spoils of your loot? Write your winning story, share your Internship Experience, etch your Placement Journey or pen down any other story of interest.
Know More
To Stay Updated Download Our
Android App
	D2C App
D2C App
© 2021 Dare2Compete. All rights reserved. Unsubscribe here


",Internship
"

Greetings BITSians!

“The supply chain stuff is really tricky.” ~Elon Musk

We are elated to announce the BITS Pilani Student Forum of ASCM (Association for Supply Chain Management). ASCM is the global leader in supply chain organizational transformation, innovation and leadership. As the largest nonprofit association for supply chain, ASCM is an unbiased partner, connecting supply chain professionals and companies around the world to the newest thought leadership on all aspects of supply chain. With over 37,000 members and 287 international partners, ASCM is transforming the way people do business, drive growth and reach global customers.

The ASCM Case Competition which is provided by ASCM in collaboration with Deloitte Consulting LLP provides student teams with an opportunity to enhance and test their supply chain knowledge by working on end-to-end supply chain challenges drawn from company experiences.

The primary objective for chartering the student forum is the limited existing supply chain management exposure and student-level professional opportunities in our campus. We believe that ASCM, BITS Pilani Student Forum will act as a valuable platform for students of all disciplines to improve their knowledge and skills in the domain of supply chain management.


• Access to association resources and exposure to the field of operation management

• Contacts for potential career opportunities

• Skills development through certification such as APICS Certified in Production and Inventory Management (CPIM), APICS Certified Supply Chain Professional (CSCP) designations which set the industry standard.

• Actual work experience through cooperative education, internships, and special projects

• Opportunities for monetary awards from paper competitions, scholarships, case competitions, and work experience.

Please find the link to the  Application form 

Please find the details in the form

To learn more about ASCM, visit ascm.org 



(+91) 7401077634


(+91) 6264945464


Regards,
ASCM_LOGOS_STUDENT_COLOR_VT_Birla.png



",Internship
"

Dare2Compete
Dare2Compete
31/08/2021
Indian IT talent getting packages of INR 60 LPA from MNCs - Is India's image changing as a source of cheap human resource?

Employers scouting for tech-savvy talents in India are facing something that they have not experienced before – skyrocketing salaries. Since the pandemic accelerated the need for all businesses to go digital, the demand for skilled IT talent spiked, leading to an unprecedented salary hike. In some cases, companies have offered as much as 50-100% hike bringing the entire package near to INR 60 LPA.
	Indian IT talent getting packages of INR 60 LPA from MNCs - Is India's image changing as a source of cheap human resource?
Read More
 
Data scientist hiring process at Ather Energy; positions open now!
Data scientist hiring process at Ather Energy; positions open now! 	

Ather Energy is a Bengaluru-based organization that manufactures electric scooters and electric vehicle charging networks called AtherGrids. Known for its electric scooter Ather 450X and the Ather 450 Plus, Ather Energy has a lot more to its work. Currently, the company is hiring vehicle data scientists with three to five years of experience to build intelligent, scalable products with embedded intelligence!
Read More
 
IDfy is hiring software engineers, package up to 15 LPA, Apply Now!

With over 500+ customers, IDfy is a market leader in creating a world of opportunity by detecting and stopping fraud in transactions. These transactions can include things like opening bank accounts, giving loans, or authenticating different parties that are in a marketplace.
	IDfy is hiring software engineers, package up to 15 LPA, Apply Now!
Read More
 
8.5 lakh+ students to appear for GATE 2022 | Registration begins from Aug 30
8.5 lakh+ students to appear for GATE 2022 | Registration begins from Aug 30 	

Application process for IIT-Kharagpur GATE 2022 is set to begin soon. The paper is scheduled to be conducted next year on February 5, 6, 12 and 13. Interested candidates can apply for GATE 2022 on IIT Kharagpur’s official website (iitkgp.ac.in/ gate.iitd.ac.in).
Read More
 
Share Your Story

This is your chance to share your story and get featured on Dare2Compete. Why not boast about your learnings and also share with others the spoils of your loot? Write your winning story, share your Internship Experience, etch your Placement Journey or pen down any other story of interest.
	Share Your Story
Read More
To Stay Updated Download Our
Android App
	D2C App
D2C App
© 2021 Dare2Compete. All rights reserved. Unsubscribe here


",Internship
"

Greetings from IPCD!

IPCD brings to you a Webinar Series about applying for Theses, Internships, Masters and PhDs. In these webinars, we have panellists who have been through the grind and wish to share their knowledge and experience with us. The fifth and final webinar in this series will be on USA.


    Anwesh Bhattacharya

Anwesh graduated in 2021 with a dual degree in Physics and CS. He is currently working in Microsoft Research as a research fellow in applied cryptography. Previously, he interned at Harvard IACS, IIA and IUCAA. He has 1 journal publication, 2 conference acceptances and 3 preprints.

    Vishwaa Narayanan

Vishwaa is a 2019 graduate from the BITS Pilani Hyderabad campus, now pursuing his Masters in Quantitative Finance at Rutgers University. He decided he wanted to pursue a career in Finance when he was in his 2-1, and started opting Finance electives from 2-2. In his 4-2, he interned with the Indexes Division of Morningstar and worked with them for 6 months after graduating. It was during his time in Morningstar he realized his interest to pursue a career in Quantitative Finance. He is an avid follower of Cricket, Formula 1, and Football.

    Manan Mehta

Manan is a second-year PhD student in Mechanical Engineering at University of Illinois at Urbana-Champaign (UIUC), working at the intersection of statistics, machine learning, and smart manufacturing. He received his B.E. Mechanical from Pilani campus in 2019. He was admitted to UIUC as an MS student on full assistantship (tuition waiver + stipend). He also received the K. C. Mahindra fellowship for his MS, and interned in Germany before his senior year through DAAD-WISE.

Stream links will be shared with registered students.


Regards,
IPCD Team



-- 
Dr Dalip Kumar
Professor of Chemistry
Associate Dean, International Programmes and Collaborations
BITS Pilani, Pilani Campus
01596-245073-5238

USA.jpg


",Internship
"

Join for an online information session about UC Berkeley's top-ranked Master of Financial Engineering Program. The session will be led by Program Director, Jacob Gallice. Before joining Berkeley, Jacob worked at the NYU Stern School of Business. Earlier, Jacob worked at the global leadership consulting firm Heidrick & Struggles where he recruited executives for major corporations and financial institutions. He began his career at Goldman Sachs managing relationships with the firm's hedge fund clients.
the financial engineering program of Berkeley university is scheduled tomorrow ( 2nd September ) from 7 PM Indian time

About the Berkeley MFE

Our top-ranked Master of Financial Engineering Program puts you at the center of the technological innovation sweeping the world of finance. The industry is quickly changing and you'll need the skills, experience, and network to take your career to new heights and stay ahead. You may learn about our application process here. Our next application deadline is quickly approaching October 1. 

    With over 40,000 Berkeley Haas alumni across the globe at firms like Goldman Sachs, Citadel, and Google to name a few, the career possibilities are endless
    Our program is immersive, intense and provides an incredible ROI. In fact, our graduates make well over $120,000 upon graduation. See our most recent placement report here
    The curriculum is as dynamic as the finance industry itself. From artificial intelligence to blockchain and everything in between, and the faculty are both thought leaders and practitioners in quantitative finance and data science. You may complete the program full-time over 1 year or part-time over 2 years. 
    Experiential learning provides you the opportunity to gain real world experience. Throughout your program, you'll engage in internships, industry projects and our flagship applied finance project with Morgan Stanley

the financial engineering program of Berkeley university is scheduled tomorrow ( 2nd September ) from 7 PM Indian time



-- 
Dr Dalip Kumar
Professor of Chemistry
Associate Dean, International Programmes and Collaborations
BITS Pilani, Pilani Campus
01596-245073-5238


",Internship
"

Greetings from the Physics Association!

We invite you to a Profile Building Session with Nikita Saxena, a pre-final year M.Sc. Physics and B.E. Computer Science student from BITS Pilani, Pilani Campus.

Her notable achievements include being a DAAD and CHARPAK scholar.

She has also worked as an undergraduate research assistant at UC San Diego and is currently a junior investigator at IAIFI.


1. How to build a strong profile

2. How to secure internships at startups (deep learning-based)

3. How to shortlist professors, universities, and projects

4. Application procedure of DAAD and CHARPAK


We'd also be having a live QnA session after the talk wherein attendees can pose their questions at Nikita (if any).

We hope to see you there!





",Internship
"

Greetings from IPCD!

IPCD organized a Webinar Series about applying for Theses, Internships, Masters and PhDs. In these webinars, we had panelists who have already been through the grind and wish to share their knowledge and experience with us.
 
Please find the recording and slides for all webinars for your perusal.




Regards,
IPCD Team


-- 
Dr Dalip Kumar
Professor of Chemistry
Associate Dean, International Programmes and Collaborations
BITS Pilani, Pilani Campus
01596-245073-5238


",Internship
"

Dare2Compete
Dare2Compete
06/09/2021
Capgemini, Wipro invite applications from freshers; know their hiring process!

Capgemini and Wipro, two great IT firms have invited applications from freshers for their hiring programs. The successful candidates will be offered remuneration starting from INR 3 LPA to INR 3.8 LPA. The company is looking for bright and hardworking people to join its growing team. If you are a graduate or postgraduate with relevant experience, apply to this job opportunity online now!
	Capgemini, Wipro invite applications from freshers; know their hiring process!
Read More
 
Top 50 data structure interview questions and answers that tech giants ask!
Top 50 data structure interview questions and answers that tech giants ask! 	

Data Structures and Algorithms (DSA) is an important part of Computer Science that deals with the organization of data values and code optimization. To understand more about DSA, let’s break down the word DSA into two parts Data Structures & Algorithms.
Read More
 

While talking about MBA entrance examinations, CAT is the first thing that crosses our minds. However, one should be aware of the fact that there are a few more important exams that can get you a place in a good B-School. But before you appear in these examinations, a smart analysis is necessary. Have a look at how these MBA exams differ from each other and what can benefit you in scoring good marks.
Read More
 
AICTE rolls out 5000 blockchain developer internships (that can be converted into full-time job roles!)
AICTE rolls out 5000 blockchain developer internships (that can be converted into full-time job roles!) 	

The All India Council for Technical Education (AICTE) is inviting applications for 5000 blockchain developer trainee virtual internships that are available at Data Solutions Private Limited. Not to forget to mention, AICTE recently launched 6.1 lakh internship opportunities on its website on Internship Day on August 25!
Read More
 
Share Your Story

This is your chance to share your story and get featured on Dare2Compete. Why not boast about your learnings and also share with others the spoils of your loot? Write your winning story, share your Internship Experience, etch your Placement Journey or pen down any other story of interest.
	Share Your Story
Read More
To Stay Updated Download Our
Android App
	D2C App
D2C App
© 2021 Dare2Compete. All rights reserved. Unsubscribe here


",Internship
"



---------- Forwarded message ---------


Dear Students, 


IPCD BITS Pilani is sending a list of currently available opportunities for you to explore and apply. Kindly go through the details below and apply where you think fit. The links to the details are also given. 





INTERNSHIP/THESIS OPPORTUNITIES

INTERNSHIP/THESIS OPPORTUNITIES

S.No.
	

Name of the Program
	

Organised By
	

Eligibility
	

About the Internship
	

Start Date
	

End Date
	

Other Remarks

1
	

MITACS-Globalink Research Internship
	

MITACS
	

Prefinal and Final Year Students, All branches
	

	

Aug-19
	

18-Sep-19
	


2
	

DAAD-WISE
	

German Embassy
	

Students from third year, all branches
	

The student should have completed 4 academic semesters.The programme targets Indian students pursuing a degree in the fields of science and engineering who wish to do a research internship at a publicly-funded German higher education institution or a research institute.
	

Sep-19
	

1-Nov-19
	


3
	

USC-Viterbi
	

USC School Of Engg
	

Prefinal and Final Year Students, All branches
	

	

Open
	

15-Dec-19
	


4
	

Khorana Scholarship
	

IUSSTF
	

Prefinal and Final Year Students, All branches
	

Pre-final year students enrolled in B.Tech., M. Tech., MSc., B.E., M.E., M.S., Integrated B.S-M.S., B.Sc, B.V.Sc., M.V.Sc., B. Pharm., M. Pharm., MBBS., and Master in Medical Science and Technology (MMST)
	

Aug-19
	

31-Oct-19
	


5
	

TinkSwiss Scholarships
	

Swiss Embassy
	

Completed second year, all branches
	

Masters students or undergraduate students who completed 2nd year, currently enrolled in an Indian university or institute.
The scholarship is open to students in all fields.
Has a written confirmation from a Professor at a Swiss university that he/she will accept you for a research stay in his/her groupThinkSwiss Asia-Pacific is a scholarship program managed by swissnex India and the Embassies of Switzerland in Australia & in Singapore. It supports students enrolled at Indian, Australian and Singapore universities who want to go to Switzerland to conduct research.
	

 
	

 
	

 

 
	

Shastri Grants
	

SICI, India
	

 
	

 
	

 
	

 
	

See Brochure for all Details

6.1.
	

Shastri Research Student Fellowship
	

SICI, India
	

N/A
	

Shastri Research Student Fellowship (SRSF) is for doctoral students, post-doctoral scholars and undergraduate/graduate students who are enrolled in a degree course at any recognised Indian/Canadian universities or institutions to undertake research in areas/fields in which Indian scholars may desire/ require research experience in Canada/India.
	

 
	

Late October

6.2.
	

Shastri Mobility Grant
	

SICI, India
	

N/A
	

	

 
	

Late October

6.3.
	

Shastri Publication Grant
	

SICI, India
	

N/A
	

	

 
	

Late October

6.4.
	

Shastri Insitutional Collaborative Research Grant
	

SICI, India
	

N/A
	

Shastri Institutional Collaborative Research Grant (SICRG) is to support and encourage institutional collaboration in R&D for a period of two years between Indian and Canadian institutions
	

 
	

Late October

7
	

Research Internships for Young Academics(RIYA)
	

Ohio University
	

Only Mechanical and Aerospace Engineering
	

This is exclusively for outstanding undergraduate mechanical engineering & Aerospace engineering students from top Indian institutes. They will work closely with renowned Ohio State’s Department of Mechanical & Aerospace Engineering faculty in Summer 2020, alongside a world-class research team to facilitate a cutting-edge research experience for young scholars. 
	

9-Sep-19
	

1-Nov-19
	


8
	

NTU-India Connect Program
	

NTU, Singapore
	

 
	

The NTU-India Connect Research Internship Programme is a university-wide short-term research programme that lasts for 2 to 6 months. It is initiated to enable undergraduate and graduate students from Indian universities and institutes of higher learning
	

 
	

 
	

 

9
	

Internship in Marine Biotechnology
	

European Society for Marine Biotechnology
	

 
	

	

1-Aug-19
	

10-Nov-19
	

 

10
	

E3 Program
	

 
	

Prefinal and Final Year Students, All branches
	

 It is aimed at students who are in the 3rd/4th/last year of their bachelors or 1st /2nd year of Master student. This idea of this programme is to attract students who later want to pursue PhD so that they can gain some idea about the laboratories in EPFL and upon successful completion of their internship can apply for PhD as well if they wish.
	

 
	

 
	

 

11
	

Latrobe Technology Grand Challenge
	

La'Trobe
	

Prefinal and Final Year Students, All branches
	

Latrobe’s Technology Grand Challenge  is an innovation competition for students engaged in Science, Technology, Engineering and Mathematics (STEM) disciplines, where students will use the skills they have gained in their studies to solve some of today’s pressing societal or industry problems.
	

1-Aug-19
	

1-Dec-19
	

 

12
	

SURF-Summer Undergraduate Reseach Fellowship
	

CalTech
	

Prefinal and Final Year Students, All branches
	

At the conclusion of the program, students submit a technical paper and give an oral presentation at one of several SURF Seminar Days, symposia modeled on a professional technical meeting.Fellows receive a $6,350 award for the ten-week period. 
	

N/A
	

22-Feb-20
	


13
	

ISTernship
	

IST Australia
	

Prefinal and Final Year Students, All branches
	

Outstanding bachelor’s and master’s students from all over the world can join IST Austria in the ISTernship program. Students who are interested in basic research in the fields of biology, computer science, data science, mathematics, physics, neuroscience and interdisciplinary areas, are encouraged to apply.
	

Dec-19
	

Feb-20
	


14
	

Future Research Travel Grant
	

ANU, Australia
	

Prefinal and Final Year Students, All branches
	

The FRT is a competitive and prestigious program that attracts the very best international students from high-quality Indian institutions and provides them exposure to ANU research in the Science, Health and Medicine disciplines. 
	

Early September
	

Late October
	



Team IPCD 



-- 
Dr Dalip Kumar
Professor of Chemistry
Associate Dean, International Programmes and Collaborations
BITS Pilani, Pilani Campus
01596-245073-5238


",Internship
"

tps-notification

Dear student,

Additional Details
Job Profile Category		FIRST JOB	

Login to app.joinsuperset.com to view details and apply.



*** This is a system generated email. Please do not reply to this email. ***

You are receiving this email because you have subscribed to our list.
To unsubscribe or to change email preference please visit your profile

Superset
#2724, Level 3, 31st Main, 16th Cross
HSR Layout, Bangalore, 560102
© 2019 GreekTurtle


",Internship
"

Aswin, 8,000+ Part-Time Pocket Money Internships are back where you can earn up to INR 1.2 lacs by working just 2-3 hours everyday.  ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌   ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ 
Not keen on career commitments? Unsubscribe here to break up with us.

Internshala (Scholiverse Educare Pvt. Ltd.)
B-610, Unitech Business Zone Golf Course Extension Road, Sector 50, Gurugram



",Internship
"

Dare2Compete
D2C Recruitables

Here's more good news, now a renowned organization that hires top IT talent, Intuit, is also hiring via D2C Recruitables at packages up to 32 LPA.

D2C Recruitables is your chance to bag high package jobs in renowned organizations like Intuit, Walmart, Myntra, TATA ClassEdge, Juspay, etc. for full-time jobs & internship software development engineering (SDE) roles at salaries of up to INR 32 Lakhs/Year and Stipend of up to INR 90,000/Month for internships. 

Apply now for all these companies with a single click. All the big companies are opening their doors for IT talent across India. No bias on the basis of your college or your city!

Just crack a single assessment and that SDE dream job will be yours, no more sitting for placement processes every day.
Apply Now

Good luck with that glamorous SDE job!

Regards,
Team Dare2Compete
Facebook Instagram Linkedin Twitter Youtube
Unsubscribe here


",Internship
"

Greetings from PM Club,
 
So you want to be an APM right after your undergrad?
You've also attended Product Management 101 workshops?
What next?

Product Management Club, BITS Pilani is glad to announce a collaboration with Doremon Den to organize

PRODUCT DECK MAKING MASTERCLASS

to cover ""actionable steps""  to make a deck required for Case study assignments in most PM placements & internships.

- Reached 700,000+ PM Aspirants
- Taught 500+ Alums
- Shared Infinite Dora Cakes!

Their students have bagged offers from some amazing start-ups like MPL, Pharmeasy, Swiggy's Supr Daily, Cuemath, Gupshup.


1. How to Make Product Decks
2. Sample Selected Deck Walkthrough
3. Actual Selected & Rejected Decks
4. Product Management Q&A







In case of any queries, contact the undersigned.


-- 
Ayush Sharma
2019B1AB1027P

Secretary, Product Management Club
Mobile- +91-8804409700
BITS Pilani, Pilani Campus

Rajasthan - 333031, India


",Internship
